"MW","AMW","Sv","Se","Sp","Ss","Mv","Me","Mp","Ms","nAT","nSK","nBT","nBO","nBM","SCBO","nCIC","nCIR","RBN","RBF","nDB","nTB","nAB","nH","nC","nN","nO","nS","nF","nCL","nBR","nI","nX","nR03","nR05","nR06","nR07","nR08","nR09","nR10","nR11","nR12","nBnz","ISIZ","IAC","AAC","ZM1","ZM1V","ZM2","ZM2V","Qindex","SNar","HNar","GNar","Xt","Dz","Ram","Pol","LPRS","VDA","MSD","SMTI","SMTIV","GMTI","GMTIV","Xu","SPI","W","WA","RDSUM","Har","QW","TI1","TI2","HyDp","RHyDp","w_","ww","Rww","D.D","Wap","WhetZ","Whetm","Whetv","Whete","Whetp","J","JhetZ","Jhetm","Jhetv","Jhete","Jhetp","MAXDN","MAXDP","DELS","TIE","X0","X1","X2","X3","X4","X5","X0A","X1A","X2A","X3A","X4A","X5A","X0v","X1v","X2v","X3v","X4v","X5v","X0Av","X1Av","X2Av","X3Av","X4Av","X5Av","X0sol","X1sol","X2sol","X3sol","X4sol","X5sol","XMOD","RDCHI","RDSQ","S0K","S1K","S2K","S3K","PHI","BLI","PW2","PW3","PW4","PW5","PJI2","CSI","ECC","AECC","DECC","MDDD","UNIP","CENT","VAR","BAC","Lop","ICR","IDE","IDM","IDDE","IDDM","IDET","IDMT","IVDE","IVDM","HVcpx","HDcpx","Uindex","Vindex","Xindex","Yindex","IC0","TIC0","SIC0","CIC0","BIC0","IC1","TIC1","SIC1","CIC1","BIC1","IC2","TIC2","SIC2","CIC2","BIC2","IC3","TIC3","SIC3","CIC3","BIC3","IC4","TIC4","SIC4","CIC4","BIC4","IC5","TIC5","SIC5","CIC5","BIC5","LP1","STN","Eig1Z","Eig1m","Eig1v","Eig1e","Eig1p","SEigZ","SEigm","SEigv","SEige","SEigp","VEA1","VEA2","VRA1","VRA2","VED1","VED2","VRD1","VRD2","VEZ1","VEZ2","VRZ1","VRZ2","VEm1","VEm2","VRm1","VRm2","VEv1","VEv2","VRv1","VRv2","VEe1","VEe2","VRe1","VRe2","VEp1","VEp2","VRp1","VRp2","NGS","MPC03","MPC04","MPC05","MPC06","MPC07","MPC08","MPC09","MPC10","piPC03","piPC04","piPC05","piPC06","piPC07","piPC08","piPC09","piPC10","TPC","piID","PCR","PCD","CID","BID","D.Dr03","D.Dr05","D.Dr06","D.Dr07","D.Dr08","D.Dr09","D.Dr10","D.Dr11","D.Dr12","T.N..N.","T.N..O.","T.N..S.","T.N..F.","T.N..Cl.","T.N..Br.","T.N..I.","T.O..O.","T.O..S.","T.O..F.","T.O..Cl.","T.O..Br.","T.O..I.","T.S..S.","T.S..F.","T.S..Cl.","T.F..F.","T.F..Cl.","T.Cl..Cl.","T.Cl..Br.","T.I..I.","W3D","J3D","H3D","AGDD","DDI","ADDD","G1","G2","RGyr","SPAN","SPAM","SPH","ASP","FDI","PJI3","L.Bw","SEig","DISPm","QXXm","QYYm","QZZm","DISPv","QXXv","QYYv","QZZv","DISPe","QXXe","QYYe","QZZe","DISPp","QXXp","QYYp","QZZp","G.N..N.","G.N..O.","G.N..S.","G.N..F.","G.N..Cl.","G.N..Br.","G.N..I.","G.O..O.","G.O..S.","G.O..F.","G.O..Cl.","G.O..Br.","G.O..I.","G.S..S.","G.S..F.","G.S..Cl.","G.F..F.","G.F..Cl.","G.Cl..Cl.","G.Cl..Br.","G.I..I."
458.63,7.06,40.97,64.7,43.02,70.5,0.63,1,0.66,2.07,65,34,69,38,20,48,5,6,9,0.13,0,0,20,31,28,4,1,0,1,0,0,0,1,0,1,4,0,0,1,0,0,0,3,391.454,95.268,1.466,180,434,210,445,25,26.235,2.082,2.163,0,72.5,10,51,185.628,240.588,0.256,18048,28169,19481,46793,32.097,51.99,4090,7.291,136.941,65.513,3159.31,305.219,5.918,11323.5,39.425,7251,63546,25.482,322.07,59551,3423.321,3422.416,4592.544,3428.561,4914.341,1.067,1.267,1.268,0.944,1.265,0.883,1.878,5.38,23.085,158.797,23.33,16.674,14.724,12.599,10.178,8.825,0.686,0.439,0.283,0.185,0.116,0.076,19.583,11.993,8.995,6.705,4.681,3.493,0.576,0.316,0.173,0.099,0.053,0.03,22.33,16.097,13.908,12.022,9.844,8.354,103.993,4.689,313.278,118.149,22.887,10.584,5.622,7.124,0.947,0.575,0.332,0.175,0.103,1,1146,519,15.265,2.308,44.27,173,2298,208,6,0.54,3.341,4.023,8.848,4.617,5.053,2256.712,36187.94,1.729,5.917,3.82,1.757,50.236,0.138,0.223,0.359,1.466,95.268,0.243,4.557,0.233,2.673,173.718,0.444,3.35,0.424,4.233,275.15,0.703,1.789,0.672,5.157,335.189,0.856,0.866,0.818,5.395,350.699,0.896,0.627,0.856,5.395,350.699,0.896,0.627,0.856,2.474,8.743,208.852,208.785,280.639,209.17,300.432,1.155,1.188,-4.149,1.123,-5.754,4.128,0.121,2149.737,63.228,5.73,0.169,237.003,6.971,5.742,0.169,235.249,6.919,5.742,0.169,235.221,6.918,5.735,0.169,235.768,6.934,5.742,0.169,235.252,6.919,5.734,0.169,235.914,6.939,52,68,88,116,121,141,169,186,208,143,240.75,406.188,444.438,602,878.883,1115.328,1527.852,4226,159900.3,37.837,1755.303,70.71,34.17,0,81.005,436.906,0,0,156.74,0,0,0,16,44,0,34,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11842.66,2.309,235.252,364.389,1513.533,46.57,96.089,42.852,10.654,8.868,0.369,0.97,0.708,0.719,0.942,8.3,110.359,6.209,89.256,92.467,799.677,7.134,96.883,108.294,830.856,0.126,180.451,216.492,1362.833,0.445,104.187,118.657,874.86,11.62,33.98,0,26.04,0,0,0,0,0,13.79,0,0,0,0,0,0,0,0,0,0,0
420.56,6.78,36.03,62.52,38.11,77.67,0.58,1.01,0.61,2.59,62,30,63,31,12,37,2,2,19,0.3,0,0,12,32,22,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,369.16,93.543,1.509,142,382,158,344,14,19.879,1.8,1.94,0,67,8,41,163.959,239.933,0.335,14828,25848,14971,44737,30.092,2192.23,3599,8.274,103.668,51.468,3332.333,94.908,9.69,11532,30.606,4343,31980,39.066,359.944,9202,3198.071,3198.268,3902.101,3200.539,4080.845,1.388,1.549,1.549,1.285,1.548,1.231,2.081,4.081,46.093,239.229,21.933,14.38,12.416,9.956,6.677,5.227,0.731,0.464,0.31,0.212,0.134,0.089,16.959,10.195,7.35,4.901,3.062,2.029,0.565,0.329,0.184,0.104,0.061,0.034,21.933,14.38,12.416,9.956,6.677,5.227,90.744,4.374,220.79,86.69,24.4,12.741,8.424,10.362,0.987,0.569,0.322,0.145,0.08,0.909,1028,500,16.667,2.533,36.071,185,1648,134,37,0.628,3.374,4.202,8.44,3.907,4.885,1827.659,30376.23,1.966,5.396,3.989,1.715,70.381,0.178,0.304,0.428,1.509,93.543,0.253,4.445,0.247,2.824,175.082,0.474,3.13,0.462,4.002,248.141,0.672,1.952,0.655,4.567,283.16,0.767,1.387,0.748,4.632,287.16,0.778,1.323,0.758,4.696,291.16,0.789,1.258,0.769,2.308,3.584,217.709,217.723,266.464,217.875,278.811,1.786,1.782,-6.597,1.772,-8.367,4.761,0.159,320.309,10.677,5.414,0.18,177.359,5.912,5.427,0.181,175.855,5.862,5.427,0.181,175.857,5.862,5.416,0.181,178.06,5.935,5.427,0.181,175.855,5.862,5.415,0.18,178.365,5.945,40,47,50,59,54,45,36,35,34,95.5,141.75,227.375,211.75,171.938,115.25,114.25,113.25,874,5052.203,5.781,47.111,59.638,30.135,0,0,257.405,0,0,0,0,0,0,7,106,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,11478.95,3.743,202.581,370.289,1384.244,44.653,77.052,35.337,11.736,8.715,0.375,0.967,0.816,0.725,0.854,14.6,102.434,3.866,61.556,63.109,932.82,1.879,62.788,68.308,872.31,0.136,142.268,159.703,1542.506,0.088,68.968,75.967,913.774,6.18,79.04,0,0,0,0,0,131.21,0,0,0,0,0,0,0,0,0,0,0,0,0
237.28,7.41,19.23,32.64,20.13,43.83,0.6,1.02,0.63,2.58,32,17,32,17,10,22.5,1,1,7,0.22,1,0,9,15,12,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,160,50.377,1.574,78,272,88,239,8,10.345,1.672,1.838,0.006,38.5,5,24,70.041,63.059,0.27,2081,4114,1851,6848,16.985,144.198,536,3.941,50.076,28.036,459.333,0,2.709,808,16.534,784,3052,19.851,97.95,1276,367.214,367.307,552.18,367.475,589.999,2.543,3.724,3.723,2.632,3.722,2.487,2.182,3.653,19.386,104.599,12.836,8.117,6.717,5.156,4.097,3.256,0.755,0.477,0.305,0.191,0.124,0.086,10.02,4.895,3.194,2.127,1.376,0.907,0.589,0.288,0.145,0.079,0.042,0.024,12.836,8.117,6.717,5.156,4.097,3.256,52.914,2.774,106.418,49.617,13.545,6.274,3.474,4.999,0.864,0.552,0.329,0.182,0.102,0.8,229,120,7.059,1.128,12.069,46,290,42,44,1.732,2.307,2.968,6.883,3.499,4.053,403.619,3689.032,1.993,4.613,2.824,1.575,37.83,0.444,0.666,1.301,1.574,50.377,0.315,3.426,0.301,2.738,87.63,0.548,2.262,0.524,3.374,107.961,0.675,1.626,0.645,3.647,116.716,0.729,1.353,0.698,3.733,119.471,0.747,1.267,0.714,3.992,127.735,0.798,1.008,0.763,2.373,1.792,45.201,45.213,70.114,45.236,75.342,1.143,1.14,-4.252,1.134,-5.378,3.48,0.205,114.391,6.729,4.048,0.238,78,4.588,4.044,0.238,78.361,4.609,4.044,0.238,78.364,4.61,3.984,0.234,82.987,4.882,4.044,0.238,78.37,4.61,3.974,0.234,83.627,4.919,22,27,33,38,34,32,25,16,4,69.375,119.625,206.625,262.969,344.25,382.852,373.992,102.516,265,1942.703,7.331,18.917,33.159,17.307,0,0,60.279,0,0,0,0,0,0,0,22,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1807.191,4.852,85.597,112.949,365.377,22.836,41.961,20.147,4.039,4.784,0.387,0.942,0.381,0.719,0.865,2.5,53.17,2.644,35.602,35.676,120.55,2.694,44.879,45.14,120.437,0.056,98.627,99.451,247.302,0.162,50.307,50.638,129.513,0,17.55,0,0,0,0,0,24.35,0,0,0,0,0,0,0,0,0,0,0,0,0
255.39,6.38,24.48,39.32,26.04,37,0.61,0.98,0.65,1.95,40,19,41,20,12,26,2,2,8,0.2,0,0,12,21,17,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,212.877,51.152,1.279,90,204,99,203,10,13.405,1.932,2.025,0.001,39.5,4,23,83.425,82.526,0.284,3278,4802,3224,6686,19.268,29.816,784,4.585,58.005,32.135,675.667,30.103,3.905,1373.5,18.864,1336,7423,17.601,108.759,3144,625,625.101,851.947,625.441,901.188,1.74,2.187,2.187,1.636,2.185,1.554,0.779,2.379,6.77,82.784,13.502,9.254,7.869,5.784,4.614,3.656,0.711,0.463,0.315,0.199,0.132,0.087,11.673,6.649,4.922,3.006,1.945,1.298,0.614,0.332,0.197,0.104,0.056,0.031,13.502,9.254,7.869,5.784,4.614,3.656,57.214,3.233,125.697,54.453,13.787,7.076,4.509,5.135,0.997,0.552,0.291,0.155,0.087,0.833,332,162,8.526,1.396,14.238,57,485,58,9,1.46,2.55,3.246,7.185,3.932,4.216,554.993,5633.078,1.723,4.93,3.112,1.603,33.598,0.282,0.438,0.782,1.279,51.152,0.24,4.043,0.23,1.946,77.83,0.366,3.376,0.35,3.248,129.909,0.61,2.074,0.585,4.156,166.248,0.781,1.166,0.748,4.465,178.612,0.839,0.857,0.804,4.534,181.367,0.852,0.788,0.816,2.307,3.584,68.511,68.522,94.662,68.563,100.499,0.393,0.392,-1.392,0.389,-1.795,3.768,0.198,146.146,7.692,4.288,0.226,94.099,4.953,4.285,0.226,94.113,4.953,4.285,0.226,94.113,4.953,4.269,0.225,94.883,4.994,4.285,0.226,94.119,4.954,4.265,0.224,95.082,5.004,25,29,35,42,38,40,40,38,32,68.5,112.5,185.75,168.188,226.406,321.375,410.625,471.656,447,4508.945,10.087,45.8,38.331,19.266,0,0,126.063,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3221.302,3.685,323.106,161.065,572.774,28.639,47.001,22.29,5.221,5.373,0.367,0.943,0.559,0.719,0.778,4.7,67.491,4.303,31.085,31.244,173.355,7.259,44.73,45.292,223.305,0.022,86.347,88.124,396.319,0.505,49.857,50.57,243.265,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338.3,7.87,27.55,42.85,29.52,46.06,0.64,1,0.69,2.09,43,22,44,23,13,29.5,2,2,8,0.18,0,0,13,21,18,1,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,233.329,64.032,1.489,106,223.21,121,236.222,12,14.909,1.833,1.969,0.001,46.167,6,32,100.944,100.545,0.253,4528,6217.21,4391,7980.976,21.612,151.756,1106,4.788,73.752,38.732,955.667,36.899,3.901,1985.5,23.07,1812,9954,23.364,152.973,4201,819.669,819.227,1202.539,838.789,1274.785,1.907,2.594,2.595,1.787,2.545,1.689,1.12,2.479,14.829,136.088,15.949,10.651,8.893,7.289,5.909,4.373,0.725,0.463,0.296,0.192,0.126,0.078,14.493,8.305,5.849,4.14,2.904,1.641,0.659,0.361,0.195,0.109,0.062,0.029,16.949,11.229,9.672,7.857,6.698,4.869,71.78,3.354,160.986,68.093,17.291,8.537,4.714,6.71,1.083,0.559,0.333,0.177,0.091,0.833,390,192,8.727,1.298,17.736,68,716,74,25,1.775,2.517,3.278,7.632,3.88,4.427,757.324,8440.87,1.949,5.051,3.109,1.65,42.008,0.296,0.454,0.84,1.489,64.032,0.274,3.937,0.263,2.528,108.684,0.466,2.899,0.447,3.905,167.903,0.72,1.522,0.69,4.443,191.065,0.819,0.983,0.785,4.507,193.82,0.831,0.919,0.797,4.507,193.82,0.831,0.919,0.797,2.407,3.584,78.232,78.196,115.038,79.935,122.245,1.687,1.715,-1.325,0.808,-1.409,3.806,0.173,286.516,13.023,4.613,0.21,117.583,5.345,4.6,0.209,117.985,5.363,4.599,0.209,117.968,5.362,4.601,0.209,117.807,5.355,4.6,0.209,118.53,5.388,4.599,0.209,117.652,5.348,30,38,47,56,55,58,58,54,44,95.75,174.75,308.875,395.938,567.984,757.734,939.094,968.098,595,8611.26,14.473,90.387,44.029,22.253,0,0,145.485,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,3687.809,3.967,137.685,171.526,644.465,29.975,68.882,28.901,5.614,5.078,0.344,0.934,0.379,0.701,0.744,2.5,73.426,11.197,79.529,79.66,247.174,12.382,67.661,68.127,251.598,0.171,112.256,113.727,416.592,0.852,75.527,76.118,275.626,0,2.69,0,0,9.35,0,0,0,0,0,6.07,0,0,0,0,0,0,0,3.51,0,0
312.45,6.65,28.59,46.64,30.26,49.67,0.61,0.99,0.64,2.16,47,23,48,24,14,31.5,2,2,10,0.21,1,0,13,24,19,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,261.066,66.316,1.411,108,276,121,273,11,15.89,1.89,1.995,0,49,5,31,109.03,117.043,0.272,5538,8497,5452,12293,22.882,75.16,1346,5.32,76.259,39.722,1207.333,44.631,4.789,2702.5,23.594,2114,12729,25.97,173.303,4828,1032.821,1033.013,1550.987,1034.194,1672.067,1.767,2.32,2.319,1.548,2.317,1.437,1.824,5.443,17.41,125.374,16.493,11.241,9.039,7.471,5.833,4.193,0.717,0.468,0.301,0.202,0.136,0.087,13.788,8.048,5.192,3.723,2.325,1.26,0.599,0.335,0.173,0.101,0.054,0.026,16.493,11.241,9.039,7.471,5.833,4.193,69.951,3.566,164.557,69.992,17.355,9.209,5.29,6.949,1.006,0.549,0.325,0.168,0.08,0.857,470,231,10.043,1.701,20.919,81,829,81,18,1.673,2.736,3.485,7.742,4.089,4.492,881.652,10420.31,1.79,5.265,3.316,1.658,45.217,0.264,0.416,0.72,1.411,66.316,0.254,4.144,0.244,2.548,119.74,0.459,3.007,0.44,3.87,181.907,0.697,1.684,0.668,4.509,211.946,0.812,1.045,0.778,4.714,221.556,0.849,0.841,0.814,4.714,221.556,0.849,0.841,0.814,2.335,3.584,93.974,93.991,140.916,94.1,151.984,0.786,0.784,-2.784,0.778,-3.589,3.931,0.171,248.184,10.791,4.718,0.205,124.299,5.404,4.706,0.205,124.897,5.43,4.706,0.205,124.897,5.43,4.711,0.205,124.419,5.41,4.706,0.205,124.898,5.43,4.71,0.205,124.43,5.41,30,37,43,48,44,48,50,48,44,89.5,146.625,229.188,230.469,314.109,403.875,520.453,652.078,613,8354.357,13.629,87.288,46.146,23.224,0,0,164.68,0,0,0,0,0,0,7,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4962.482,3.822,147.844,211.169,777.497,33.085,59.092,27.039,6.347,6.103,0.36,0.953,0.489,0.708,0.739,3.7,79.358,8.855,58.257,58.366,267.015,10.562,78.34,78.726,336.28,0.099,140.988,142.204,581.984,0.681,85.988,86.477,364.397,5.6,9.7,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0
645.35,10.76,39.35,59.55,44.06,63.74,0.66,0.99,0.73,2.06,60,31,62,33,17,42,3,4,12,0.19,1,0,16,29,25,1,3,0,0,0,0,2,2,0,1,2,0,0,1,0,0,0,2,354.413,90.681,1.511,156,362.048,184,376.244,19,21.383,1.842,1.993,0,64.3,10,50,161.37,186.903,0.237,11969,16912.87,11976,23204.27,29.149,1852.57,2897,6.23,122.498,58.408,2405.724,130.642,4.839,6799,35.41,4878,34510,34.1,291.898,18978,2133.899,2133.077,2818.725,2187.697,2946.396,1.588,2.191,2.192,1.693,2.142,1.626,1.651,6.588,25.682,379.389,22.38,14.994,12.746,11.007,9.141,6.991,0.722,0.454,0.283,0.18,0.114,0.071,22.657,13.046,9.798,7.064,5.728,3.083,0.731,0.395,0.218,0.116,0.072,0.031,25.38,16.726,14.971,12.998,11.967,8.513,120.014,4.09,273.223,105.158,24.83,11.882,5.959,9.517,1.186,0.566,0.346,0.188,0.099,1,792,381,12.29,2.087,36.01,132,1702,147,56,1.774,3.127,3.747,8.607,4.503,4.917,1742.427,24933.17,2.1,5.648,3.522,1.739,58.198,0.216,0.339,0.591,1.511,90.681,0.256,4.396,0.246,2.85,171.003,0.482,3.057,0.463,4.423,265.355,0.749,1.484,0.719,5.036,302.149,0.853,0.871,0.819,5.069,304.149,0.858,0.838,0.824,5.069,304.149,0.858,0.838,0.824,2.504,5.159,146.682,146.647,195.254,149.624,204.996,2.666,2.702,-2.456,0.909,-2.842,4.265,0.138,1104.564,35.631,5.463,0.176,200.849,6.479,5.424,0.175,203.831,6.575,5.423,0.175,203.827,6.575,5.415,0.175,205.652,6.634,5.433,0.175,204.326,6.591,5.408,0.174,205.964,6.644,45,61,80,98,110,128,139,140,149,152.25,285,505.313,754.125,1197.516,1773.586,2463.223,3399.574,1891,55999.99,29.614,610.105,62.522,31.194,0,75.38,197.763,0,0,142.67,0,0,0,0,23,0,0,0,0,12,18,0,0,0,0,30,0,0,0,0,0,0,0,4,10190.91,2.964,191.834,339.697,1298.085,43.27,162.047,54.942,7.858,7.172,0.346,0.962,0.422,0.724,0.861,2.9,101.545,10.51,172.434,172.882,662.784,8.635,122.67,124.263,694.727,0.087,208.62,213.65,1219.821,0.549,145.564,147.583,769.292,0,17.57,0,0,0,0,8.21,13.48,0,0,0,0,22.58,0,0,0,0,0,0,0,3.69
337.46,7.03,29.98,47.86,31.5,52,0.62,1,0.66,2.08,48,25,51,28,13,35,4,5,4,0.08,1,0,12,23,20,3,2,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,268.078,70.843,1.476,132,316,155,328,19,19.474,2.113,2.179,0,53.5,7,37,122.932,139.52,0.28,7815,12076,8449,19746,24.817,12.247,1744,5.813,88.909,46.725,1326.356,130.561,5.013,3972,27.712,3167,22394,16.053,167.409,18010,1447.286,1447.509,2122.347,1449.331,2285.818,1.188,1.416,1.416,0.97,1.414,0.901,1.66,5.322,17.008,222.721,17.062,12.31,10.714,9.179,7.939,6.421,0.682,0.44,0.282,0.18,0.117,0.077,14.227,8.906,6.552,4.966,3.647,2.587,0.569,0.318,0.172,0.097,0.054,0.031,17.062,12.31,10.714,9.179,7.939,6.421,76.864,3.916,203.344,81.269,16.431,7.461,3.65,4.904,0.954,0.571,0.336,0.191,0.103,0.875,651,293,11.72,1.936,24.461,105,863,100,2,0.372,2.893,3.667,7.939,4.324,4.613,1100.194,13845.27,1.462,5.347,3.473,1.672,36.282,0.17,0.275,0.447,1.476,70.843,0.264,4.109,0.252,2.624,125.932,0.47,2.961,0.448,4.051,194.429,0.725,1.534,0.691,4.676,224.469,0.837,0.909,0.798,5.002,240.078,0.896,0.583,0.854,5.043,242.078,0.903,0.542,0.861,2.481,6.951,119.098,119.117,174.804,119.263,188.252,0.929,0.927,-3.224,0.918,-4.189,3.776,0.151,1403.586,56.143,4.926,0.197,148.195,5.928,4.941,0.198,146.526,5.861,4.941,0.198,146.527,5.861,4.94,0.198,146.693,5.868,4.941,0.198,146.522,5.861,4.94,0.198,146.684,5.867,38,51,68,83,82,95,104,101,109,94.5,157.5,244.5,226.563,292.969,366.781,328.656,381.688,1672,13444.41,8.041,132.74,52.022,25.215,0,56.217,236.534,0,0,106.148,0,0,0,10,25,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5261.652,2.532,153.915,219.235,840.495,35.021,67.368,31.646,7.242,6.826,0.377,0.953,0.772,0.732,0.997,11.4,79.455,3.856,31.021,31.624,367.836,1.981,36.109,38.25,409.59,0.121,80.629,87.392,651.447,0.078,40.108,42.823,433.181,7.59,19.57,0,0,0,0,0,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0
417.56,6.85,35.91,61.4,37.9,68,0.59,1.01,0.62,2.27,61,30,63,32,11,38.5,3,3,10,0.16,2,0,9,31,22,3,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,361.775,93.723,1.536,150,426,174,389,18,20.978,1.875,2.012,0,66.5,9,45,158.003,197.533,0.272,12484,20200,12809,32823,29.019,886.675,2963,6.811,112.397,54.996,2439,136.724,6.09,7731.5,33.029,4015,25603,33.883,318.651,14340,2322.476,2322.761,3274.663,2325.625,3511.976,1.375,1.757,1.757,1.273,1.755,1.19,1.714,5.6,33.122,234.658,21.51,14.55,12.339,10.639,8.5,6.212,0.717,0.455,0.287,0.19,0.125,0.082,18.056,10.325,7.481,5.607,3.855,2.368,0.602,0.323,0.174,0.1,0.057,0.031,21.51,14.55,12.339,10.639,8.5,6.212,93.56,4.183,248.223,94.522,22.756,10.913,5.832,8.278,0.968,0.568,0.35,0.187,0.091,0.889,844,402,13.4,2.24,34.436,146,1546,126,35,0.927,3.099,3.902,8.479,4.057,4.879,1697.271,25122.32,1.8,5.417,3.682,1.723,55.724,0.184,0.299,0.476,1.536,93.723,0.259,4.394,0.251,2.503,152.669,0.422,3.428,0.409,3.719,226.857,0.627,2.212,0.608,4.434,270.491,0.748,1.496,0.725,4.611,281.246,0.777,1.32,0.753,4.746,289.51,0.8,1.185,0.776,2.378,5.193,160.878,160.898,228.864,161.099,245.789,1.679,1.675,-6.083,1.663,-7.773,4.206,0.14,456.53,15.218,5.398,0.18,186.742,6.225,5.39,0.18,186.783,6.226,5.39,0.18,186.786,6.226,5.365,0.179,190.977,6.366,5.39,0.18,186.787,6.226,5.362,0.179,191.482,6.383,43,56,68,76,76,78,81,84,84,104.375,164.125,258.875,338.469,452.625,578.914,726.086,699.656,1408,12555.17,8.917,125.69,60.512,30.173,0,105.149,232.248,0,0,0,0,0,0,12,115,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,10146.64,3.135,198.288,332.677,1301.255,42.664,84.791,37.659,9.463,7.332,0.347,0.952,0.746,0.704,0.921,10,102.561,6.294,57.492,57.971,611.431,4.361,69.834,71.536,653.206,0.186,154.833,160.209,1189.878,0.247,78.041,80.2,698.972,9.33,85.07,0,0,0,0,0,56.61,0,0,0,0,0,0,0,0,0,0,0,0,0
364.44,7.29,29.63,50.96,31.08,66,0.59,1.02,0.62,2.54,50,26,51,27,11,33.5,2,2,10,0.2,2,0,9,24,18,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,282.193,79.585,1.592,126,410,144,357,14,17.107,1.773,1.931,0,59,8,39,129.533,148.769,0.273,7844,14484,7671,25539,25.489,1016.828,1934,5.951,91.629,46.158,1609,52.744,5.175,4413.5,27.642,2638,14691,30.746,240.178,6850,1460.322,1460.542,2083.098,1462.06,2230.725,1.756,2.337,2.337,1.695,2.334,1.59,2.521,5.349,34.525,298.046,19.104,12.477,10.711,8.534,6.922,5.334,0.735,0.462,0.298,0.19,0.126,0.083,15.228,8.193,5.787,4.148,2.788,1.868,0.586,0.303,0.161,0.092,0.051,0.029,19.104,12.477,10.711,8.534,6.922,5.334,81.128,3.719,199.115,83.28,20.391,9.687,5.536,7.597,0.91,0.565,0.335,0.182,0.096,0.875,620,306,11.769,1.864,25.657,110,1008,106,54,1.265,2.969,3.695,8.074,3.902,4.671,1200.809,15615.79,1.922,5.246,3.496,1.687,55.297,0.249,0.399,0.658,1.592,79.585,0.282,4.052,0.272,2.806,140.277,0.497,2.838,0.48,3.819,190.934,0.677,1.825,0.653,4.218,210.909,0.747,1.426,0.722,4.433,221.663,0.786,1.211,0.758,4.599,229.928,0.815,1.045,0.787,2.378,3.584,117.256,117.275,169.923,117.399,182.402,1.786,1.782,-6.597,1.771,-8.367,3.997,0.154,352.809,13.57,5.018,0.193,148.636,5.717,5.009,0.193,149.031,5.732,5.009,0.193,149.035,5.732,4.97,0.191,154.224,5.932,5.009,0.193,149.038,5.732,4.964,0.191,154.88,5.957,36,45,55,64,62,64,61,56,56,91.375,149.125,244.875,322.469,438.625,558.914,692.086,660.656,840,7804.297,9.291,78.526,51.753,26.197,0,0,198.892,0,0,0,0,0,0,3,76,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,5826.264,3.925,154.803,233.051,872.19,34.888,71.684,32.084,7.419,6.938,0.372,0.946,0.682,0.703,0.829,7.5,84.18,1.887,48.285,48.452,400.082,3.442,58.696,59.288,370.548,0.091,129.775,131.646,714.294,0.242,65.584,66.336,391.844,2.01,56.26,0,0,0,0,0,92.74,0,0,0,0,0,0,0,0,0,0,0,0,0
